Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
17,Fri,2021-12-10,20:45 (22:45),Genoa,1.0,1–3,1.4,Sampdoria,,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
17,Sat,2021-12-11,15:00 (17:00),Fiorentina,2.2,4–0,1.0,Salernitana,18579,Stadio Artemio Franchi,Davide Ghersini,Match Report,
17,Sat,2021-12-11,18:00 (20:00),Venezia,0.4,1–1,1.6,Juventus,8350,Stadio Pierluigi Penzo,Paolo Valeri,Match Report,
17,Sat,2021-12-11,20:45 (22:45),Udinese,1.7,1–1,1.1,Milan,16385,Dacia Arena,Francesco Fourneau,Match Report,
17,Sun,2021-12-12,12:30 (14:30),Torino,1.6,2–1,1.0,Bologna,6562,Stadio Olimpico di Torino,Federico Dionisi,Match Report,
17,Sun,2021-12-12,15:00 (17:00),Hellas Verona,1.1,1–2,1.7,Atalanta,15000,Stadio Marc'Antonio Bentegodi,Juan Sacchi,Match Report,
17,Sun,2021-12-12,18:00 (20:00),Napoli,1.7,0–1,0.7,Empoli,20000,Stadio San Paolo,Livio Marinelli,Match Report,
17,Sun,2021-12-12,18:00 (20:00),Sassuolo,1.4,2–1,0.3,Lazio,5100,Stadio Città del Tricolore,Simone Sozza,Match Report,
17,Sun,2021-12-12,20:45 (22:45),Inter,3.0,4–0,0.2,Cagliari,33712,Stadio Giuseppe Meazza,Matteo Marchetti,Match Report,
17,Mon,2021-12-13,20:45 (22:45),Roma,1.9,2–0,0.5,Spezia,44844,Stadio Olimpico,Alessandro Prontera,Match Report,
18,Fri,2021-12-17,18:30 (20:30),Lazio,1.5,3–1,0.2,Genoa,6000,Stadio Olimpico,Luca Pairetto,Match Report,
18,Fri,2021-12-17,20:45 (22:45),Salernitana,0.7,0–5,3.1,Inter,18000,Stadio Arechi,Maurizio Mariani,Match Report,
18,Sat,2021-12-18,15:00 (17:00),Atalanta,1.3,1–4,1.2,Roma,14469,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
18,Sat,2021-12-18,18:00 (20:00),Bologna,0.4,0–2,1.1,Juventus,22394,Stadio Renato Dall'Ara,Daniele Orsato,Match Report,
18,Sat,2021-12-18,20:45 (22:45),Cagliari,0.4,0–4,0.6,Udinese,7864,Sardegna Arena,Fabio Maresca,Match Report,
18,Sun,2021-12-19,12:30 (14:30),Fiorentina,3.2,2–2,1.1,Sassuolo,21514,Stadio Artemio Franchi,Marco Serra,Match Report,
18,Sun,2021-12-19,15:00 (17:00),Spezia,0.6,1–1,1.8,Empoli,5414,Stadio Alberto Picco,Manuel Volpi,Match Report,
18,Sun,2021-12-19,18:00 (20:00),Torino,0.8,1–0,0.4,Hellas Verona,6202,Stadio Olimpico di Torino,Michael Fabbri,Match Report,
18,Sun,2021-12-19,18:00 (20:00),Sampdoria,1.4,1–1,1.4,Venezia,5735,Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,
18,Sun,2021-12-19,20:45 (22:45),Milan,0.5,0–1,0.9,Napoli,54647,Stadio Giuseppe Meazza,Davide Massa,Match Report,
19,Tue,2021-12-21,18:30 (20:30),Udinese,,3–0,,Salernitana,,Dacia Arena,Giacomo Camplone,Match Report,Match awarded to Udinese
19,Tue,2021-12-21,20:45 (22:45),Genoa,0.0,0–0,1.2,Atalanta,6000,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
19,Tue,2021-12-21,20:45 (22:45),Juventus,1.0,2–0,1.3,Cagliari,11197,Allianz Stadium,Federico Dionisi,Match Report,
19,Wed,2021-12-22,16:30 (18:30),Venezia,1.0,1–3,0.8,Lazio,7894,Stadio Pierluigi Penzo,Fabio Maresca,Match Report,
19,Wed,2021-12-22,16:30 (18:30),Sassuolo,0.8,0–3,1.3,Bologna,4763,Stadio Città del Tricolore,Michael Fabbri,Match Report,
19,Wed,2021-12-22,18:30 (20:30),Roma,1.5,1–1,1.5,Sampdoria,49400,Stadio Olimpico,Piero Giacomelli,Match Report,
19,Wed,2021-12-22,18:30 (20:30),Hellas Verona,1.1,1–1,1.0,Fiorentina,14001,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Match Report,
19,Wed,2021-12-22,18:30 (20:30),Inter,1.3,1–0,0.6,Torino,41413,Stadio Giuseppe Meazza,Marco Guida,Match Report,
19,Wed,2021-12-22,20:45 (22:45),Napoli,2.0,0–1,0.3,Spezia,25000,Stadio San Paolo,Luca Massimi,Match Report,
19,Wed,2021-12-22,20:45 (22:45),Empoli,1.7,2–4,1.4,Milan,10596,Stadio Carlo Castellani,Marco Di Bello,Match Report,
20,Thu,2022-01-06,12:30 (14:30),Bologna,,,,Inter,,Stadio Renato Dall'Ara,,,Match Postponed
20,Thu,2022-01-06,12:30 (14:30),Sampdoria,0.6,1–2,2.4,Cagliari,3188,Stadio Comunale Luigi Ferraris,Giacomo Camplone,Match Report,
20,Thu,2022-01-06,14:30 (16:30),Spezia,0.9,1–2,1.9,Hellas Verona,3250,Stadio Alberto Picco,Maurizio Mariani,Match Report,
20,Thu,2022-01-06,14:30 (16:30),Lazio,2.5,3–3,2.0,Empoli,23000,Stadio Olimpico,Antonio Giua,Match Report,
20,Thu,2022-01-06,16:30 (18:30),Sassuolo,2.0,1–1,0.2,Genoa,4696,Stadio Città del Tricolore,Gianluca Manganiello,Match Report,
20,Thu,2022-01-06,16:30 (18:30),Atalanta,,,,Torino,,Stadio Atleti Azzurri d'Italia,,,Match Postponed
20,Thu,2022-01-06,18:30 (20:30),Salernitana,,,,Venezia,,Stadio Arechi,,,Match Postponed
20,Thu,2022-01-06,18:30 (20:30),Milan,2.9,3–1,0.8,Roma,35870,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
20,Thu,2022-01-06,20:45 (22:45),Juventus,1.3,1–1,0.7,Napoli,19301,Allianz Stadium,Simone Sozza,Match Report,
20,Thu,2022-01-06,20:45 (22:45),Fiorentina,,,,Udinese,,Stadio Artemio Franchi,,,Match Postponed
21,Sun,2022-01-09,12:30 (14:30),Venezia,0.4,0–3,2.8,Milan,5000,Stadio Pierluigi Penzo,Massimiliano Irrati,Match Report,
21,Sun,2022-01-09,14:30 (16:30),Empoli,1.4,1–5,4.1,Sassuolo,4081,Stadio Carlo Castellani,Manuel Volpi,Match Report,
21,Sun,2022-01-09,16:30 (18:30),Udinese,0.5,2–6,3.1,Atalanta,8679,Dacia Arena,Michael Fabbri,Match Report,
21,Sun,2022-01-09,16:30 (18:30),Napoli,1.5,1–0,0.4,Sampdoria,9000,Stadio San Paolo,Marco Di Bello,Match Report,
21,Sun,2022-01-09,18:30 (20:30),Genoa,1.0,0–1,1.5,Spezia,8000,Stadio Comunale Luigi Ferraris,Marco Guida,Match Report,
21,Sun,2022-01-09,18:30 (20:30),Roma,2.1,3–4,1.1,Juventus,33178,Stadio Olimpico,Davide Massa,Match Report,
21,Sun,2022-01-09,20:45 (22:45),Inter,1.6,2–1,1.5,Lazio,29471,Stadio Giuseppe Meazza,Luca Pairetto,Match Report,
21,Sun,2022-01-09,20:45 (22:45),Hellas Verona,1.4,1–2,1.1,Salernitana,3106,Stadio Marc'Antonio Bentegodi,Federico Dionisi,Match Report,
21,Mon,2022-01-10,17:00 (19:00),Torino,2.1,4–0,0.7,Fiorentina,3545,Stadio Olimpico di Torino,Livio Marinelli,Match Report,
21,Tue,2022-01-11,20:45 (22:45),Cagliari,1.6,2–1,0.6,Bologna,5583,Sardegna Arena,Davide Ghersini,Match Report,
22,Sat,2022-01-15,15:00 (17:00),Sampdoria,1.3,1–2,1.6,Torino,2549,Stadio Comunale Luigi Ferraris,Luca Massimi,Match Report,
22,Sat,2022-01-15,18:00 (20:00),Salernitana,0.3,0–3,1.6,Lazio,2559,Stadio Arechi,Rosario Abisso,Match Report,
22,Sat,2022-01-15,20:45 (22:45),Juventus,1.5,2–0,0.8,Udinese,5000,Allianz Stadium,Antonio Giua,Match Report,
22,Sun,2022-01-16,12:30 (14:30),Sassuolo,1.1,2–4,3.5,Hellas Verona,3843,Stadio Città del Tricolore,Alessandro Prontera,Match Report,
22,Sun,2022-01-16,15:00 (17:00),Venezia,1.1,1–1,1.6,Empoli,3805,Stadio Pierluigi Penzo,Piero Giacomelli,Match Report,
22,Sun,2022-01-16,18:00 (20:00),Roma,1.9,1–0,0.6,Cagliari,5000,Stadio Olimpico,Lorenzo Maggioni,Match Report,
22,Sun,2022-01-16,20:45 (22:45),Atalanta,1.6,0–0,1.5,Inter,5000,Stadio Atleti Azzurri d'Italia,Davide Massa,Match Report,
22,Mon,2022-01-17,18:30 (20:30),Milan,2.5,1–2,1.4,Spezia,5000,Stadio Giuseppe Meazza,Marco Serra,Match Report,
22,Mon,2022-01-17,18:30 (20:30),Bologna,0.9,0–2,2.1,Napoli,5000,Stadio Renato Dall'Ara,Livio Marinelli,Match Report,
22,Mon,2022-01-17,20:45 (22:45),Fiorentina,3.1,6–0,0.2,Genoa,5000,Stadio Artemio Franchi,Fabio Maresca,Match Report,
23,Fri,2022-01-21,20:45 (22:45),Hellas Verona,1.5,2–1,0.6,Bologna,4286,Stadio Marc'Antonio Bentegodi,Matteo Gariglio,Match Report,
23,Sat,2022-01-22,15:00 (17:00),Genoa,0.9,0–0,0.1,Udinese,5000,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
23,Sat,2022-01-22,18:00 (20:00),Inter,2.8,2–1,0.3,Venezia,5000,Stadio Giuseppe Meazza,Matteo Marchetti,Match Report,
23,Sat,2022-01-22,20:45 (22:45),Lazio,0.2,0–0,0.4,Atalanta,4000,Stadio Olimpico,Simone Sozza,Match Report,
23,Sun,2022-01-23,12:30 (14:30),Cagliari,1.5,1–1,1.9,Fiorentina,5000,Sardegna Arena,Gianluca Aureliano,Match Report,
23,Sun,2022-01-23,15:00 (17:00),Torino,2.8,1–1,0.4,Sassuolo,5000,Stadio Olimpico di Torino,Francesco Fourneau,Match Report,
23,Sun,2022-01-23,15:00 (17:00),Napoli,4.1,4–1,0.2,Salernitana,3000,Stadio San Paolo,Luca Pairetto,Match Report,
23,Sun,2022-01-23,15:00 (17:00),Spezia,0.4,1–0,0.4,Sampdoria,5000,Stadio Alberto Picco,Gianluca Manganiello,Match Report,
23,Sun,2022-01-23,18:00 (20:00),Empoli,0.9,2–4,3.0,Roma,4920,Stadio Carlo Castellani,Michael Fabbri,Match Report,
23,Sun,2022-01-23,20:45 (22:45),Milan,0.7,0–0,0.4,Juventus,5000,Stadio Giuseppe Meazza,Marco Di Bello,Match Report,
24,Sat,2022-02-05,15:00 (17:00),Roma,1.5,0–0,0.7,Genoa,,Stadio Olimpico,Rosario Abisso,Match Report,
24,Sat,2022-02-05,18:00 (20:00),Inter,0.9,1–2,1.4,Milan,,Stadio Giuseppe Meazza,Marco Guida,Match Report,
24,Sat,2022-02-05,20:45 (22:45),Fiorentina,0.8,0–3,2.7,Lazio,,Stadio Artemio Franchi,Daniele Orsato,Match Report,
24,Sun,2022-02-06,12:30 (14:30),Atalanta,1.2,1–2,1.1,Cagliari,,Stadio Atleti Azzurri d'Italia,Alessandro Prontera,Match Report,
24,Sun,2022-02-06,15:00 (17:00),Bologna,0.7,0–0,1.3,Empoli,,Stadio Renato Dall'Ara,Cosso Cosso,Match Report,
24,Sun,2022-02-06,15:00 (17:00),Venezia,0.4,0–2,1.7,Napoli,,Stadio Pierluigi Penzo,Maurizio Mariani,Match Report,
24,Sun,2022-02-06,15:00 (17:00),Sampdoria,2.1,4–0,1.5,Sassuolo,,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,
24,Sun,2022-02-06,18:00 (20:00),Udinese,1.3,2–0,0.6,Torino,,Dacia Arena,Antonio Rapuano,Match Report,
24,Sun,2022-02-06,20:45 (22:45),Juventus,1.2,2–0,0.6,Hellas Verona,,Allianz Stadium,Luca Massimi,Match Report,
24,Mon,2022-02-07,20:45 (22:45),Salernitana,0.4,2–2,1.9,Spezia,,Stadio Arechi,Paolo Valeri,Match Report,
25,Sat,2022-02-12,15:00 (17:00),Lazio,2.7,3–0,0.7,Bologna,,Stadio Olimpico,Marco Piccinini,Match Report,
25,Sat,2022-02-12,18:00 (20:00),Napoli,1.7,1–1,0.5,Inter,,Stadio San Paolo,Daniele Doveri,Match Report,
25,Sat,2022-02-12,20:45 (22:45),Torino,0.7,1–2,0.4,Venezia,,Stadio Olimpico di Torino,Antonio Giua,Match Report,
25,Sun,2022-02-13,12:30 (14:30),Milan,1.4,1–0,0.2,Sampdoria,,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
25,Sun,2022-02-13,15:00 (17:00),Hellas Verona,1.0,4–0,1.5,Udinese,,Stadio Marc'Antonio Bentegodi,Andrea Colombo,Match Report,
25,Sun,2022-02-13,15:00 (17:00),Genoa,2.2,1–1,0.8,Salernitana,,Stadio Comunale Luigi Ferraris,Marco Di Bello,Match Report,
25,Sun,2022-02-13,15:00 (17:00),Empoli,0.9,1–1,1.1,Cagliari,,Stadio Carlo Castellani,Federico Dionisi,Match Report,
25,Sun,2022-02-13,18:00 (20:00),Sassuolo,0.9,2–2,2.4,Roma,,Stadio Città del Tricolore,Marco Guida,Match Report,
25,Sun,2022-02-13,20:45 (22:45),Atalanta,2.3,1–1,0.7,Juventus,,Stadio Atleti Azzurri d'Italia,Maurizio Mariani,Match Report,
25,Mon,2022-02-14,20:45 (22:45),Spezia,0.7,1–2,2.2,Fiorentina,,Stadio Alberto Picco,Matteo Marchetti,Match Report,
26,Fri,2022-02-18,20:45 (22:45),Juventus,,,,Torino,,Allianz Stadium,,Head-to-Head,
26,Sat,2022-02-19,15:00 (17:00),Sampdoria,,,,Empoli,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
26,Sat,2022-02-19,18:00 (20:00),Roma,,,,Hellas Verona,,Stadio Olimpico,,Head-to-Head,
26,Sat,2022-02-19,20:45 (22:45),Salernitana,,,,Milan,,Stadio Arechi,,Head-to-Head,
26,Sun,2022-02-20,12:30 (14:30),Fiorentina,,,,Atalanta,,Stadio Artemio Franchi,,Head-to-Head,
26,Sun,2022-02-20,15:00 (17:00),Venezia,,,,Genoa,,Stadio Pierluigi Penzo,,Head-to-Head,
26,Sun,2022-02-20,18:00 (20:00),Inter,,,,Sassuolo,,Stadio Giuseppe Meazza,,Head-to-Head,
26,Sun,2022-02-20,20:45 (22:45),Udinese,,,,Lazio,,Dacia Arena,,Head-to-Head,
26,Mon,2022-02-21,19:00 (21:00),Cagliari,,,,Napoli,,Sardegna Arena,,Head-to-Head,
26,Mon,2022-02-21,21:00 (23:00),Bologna,,,,Spezia,,Stadio Renato Dall'Ara,,Head-to-Head,
27,Fri,2022-02-25,18:45 (20:45),Milan,,,,Udinese,,Stadio Giuseppe Meazza,,Head-to-Head,
27,Fri,2022-02-25,21:00 (23:00),Genoa,,,,Inter,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
27,Sat,2022-02-26,15:00 (17:00),Salernitana,,,,Bologna,,Stadio Arechi,,Head-to-Head,
27,Sat,2022-02-26,18:00 (20:00),Empoli,,,,Juventus,,Stadio Carlo Castellani,,Head-to-Head,
27,Sat,2022-02-26,20:45 (22:45),Sassuolo,,,,Fiorentina,,Stadio Città del Tricolore,,Head-to-Head,
27,Sun,2022-02-27,12:30 (14:30),Torino,,,,Cagliari,,Stadio Olimpico di Torino,,Head-to-Head,
27,Sun,2022-02-27,15:00 (17:00),Hellas Verona,,,,Venezia,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
27,Sun,2022-02-27,18:00 (20:00),Spezia,,,,Roma,,Stadio Alberto Picco,,Head-to-Head,
27,Sun,2022-02-27,20:45 (22:45),Lazio,,,,Napoli,,Stadio Olimpico,,Head-to-Head,
27,Mon,2022-02-28,20:45 (22:45),Atalanta,,,,Sampdoria,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
28,Fri,2022-03-04,20:45 (22:45),Inter,,,,Salernitana,,Stadio Giuseppe Meazza,,Head-to-Head,
28,Sat,2022-03-05,15:00 (17:00),Udinese,,,,Sampdoria,,Dacia Arena,,Head-to-Head,
28,Sat,2022-03-05,18:00 (20:00),Roma,,,,Atalanta,,Stadio Olimpico,,Head-to-Head,
28,Sat,2022-03-05,20:45 (22:45),Cagliari,,,,Lazio,,Sardegna Arena,,Head-to-Head,
28,Sun,2022-03-06,12:30 (14:30),Genoa,,,,Empoli,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
28,Sun,2022-03-06,15:00 (17:00),Fiorentina,,,,Hellas Verona,,Stadio Artemio Franchi,,Head-to-Head,
28,Sun,2022-03-06,15:00 (17:00),Venezia,,,,Sassuolo,,Stadio Pierluigi Penzo,,Head-to-Head,
28,Sun,2022-03-06,15:00 (17:00),Bologna,,,,Torino,,Stadio Renato Dall'Ara,,Head-to-Head,
28,Sun,2022-03-06,18:00 (20:00),Juventus,,,,Spezia,,Allianz Stadium,,Head-to-Head,
28,Sun,2022-03-06,20:45 (22:45),Napoli,,,,Milan,,Stadio San Paolo,,Head-to-Head,
29,Sun,2022-03-13,,Atalanta,,,,Genoa,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
29,Sun,2022-03-13,,Salernitana,,,,Sassuolo,,Stadio Arechi,,Head-to-Head,
29,Sun,2022-03-13,,Lazio,,,,Venezia,,Stadio Olimpico,,Head-to-Head,
29,Sun,2022-03-13,,Spezia,,,,Cagliari,,Stadio Alberto Picco,,Head-to-Head,
29,Sun,2022-03-13,,Hellas Verona,,,,Napoli,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
29,Sun,2022-03-13,,Udinese,,,,Roma,,Dacia Arena,,Head-to-Head,
29,Sun,2022-03-13,,Milan,,,,Empoli,,Stadio Giuseppe Meazza,,Head-to-Head,
29,Sun,2022-03-13,,Sampdoria,,,,Juventus,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
29,Sun,2022-03-13,,Fiorentina,,,,Bologna,,Stadio Artemio Franchi,,Head-to-Head,
29,Sun,2022-03-13,,Torino,,,,Inter,,Stadio Olimpico di Torino,,Head-to-Head,
30,Sun,2022-03-20,,Sassuolo,,,,Spezia,,,,Head-to-Head,
30,Sun,2022-03-20,,Napoli,,,,Udinese,,,,Head-to-Head,
30,Sun,2022-03-20,,Roma,,,,Lazio,,,,Head-to-Head,
30,Sun,2022-03-20,,Genoa,,,,Torino,,,,Head-to-Head,
30,Sun,2022-03-20,,Juventus,,,,Salernitana,,,,Head-to-Head,
30,Sun,2022-03-20,,Empoli,,,,Hellas Verona,,,,Head-to-Head,
30,Sun,2022-03-20,,Bologna,,,,Atalanta,,,,Head-to-Head,
30,Sun,2022-03-20,,Cagliari,,,,Milan,,,,Head-to-Head,
30,Sun,2022-03-20,,Venezia,,,,Sampdoria,,,,Head-to-Head,
30,Sun,2022-03-20,,Inter,,,,Fiorentina,,,,Head-to-Head,
31,Sun,2022-04-03,,Milan,,,,Bologna,,,,Head-to-Head,
31,Sun,2022-04-03,,Salernitana,,,,Torino,,,,Head-to-Head,
31,Sun,2022-04-03,,Fiorentina,,,,Empoli,,,,Head-to-Head,
31,Sun,2022-04-03,,Udinese,,,,Cagliari,,,,Head-to-Head,
31,Sun,2022-04-03,,Sampdoria,,,,Roma,,,,Head-to-Head,
31,Sun,2022-04-03,,Juventus,,,,Inter,,,,Head-to-Head,
31,Sun,2022-04-03,,Lazio,,,,Sassuolo,,,,Head-to-Head,
31,Sun,2022-04-03,,Hellas Verona,,,,Genoa,,,,Head-to-Head,
31,Sun,2022-04-03,,Spezia,,,,Venezia,,,,Head-to-Head,
31,Sun,2022-04-03,,Atalanta,,,,Napoli,,,,Head-to-Head,
32,Sun,2022-04-10,,Venezia,,,,Udinese,,,,Head-to-Head,
32,Sun,2022-04-10,,Roma,,,,Salernitana,,,,Head-to-Head,
32,Sun,2022-04-10,,Sassuolo,,,,Atalanta,,,,Head-to-Head,
32,Sun,2022-04-10,,Torino,,,,Milan,,,,Head-to-Head,
32,Sun,2022-04-10,,Bologna,,,,Sampdoria,,,,Head-to-Head,
32,Sun,2022-04-10,,Genoa,,,,Lazio,,,,Head-to-Head,
32,Sun,2022-04-10,,Empoli,,,,Spezia,,,,Head-to-Head,
32,Sun,2022-04-10,,Cagliari,,,,Juventus,,,,Head-to-Head,
32,Sun,2022-04-10,,Inter,,,,Hellas Verona,,,,Head-to-Head,
32,Sun,2022-04-10,,Napoli,,,,Fiorentina,,,,Head-to-Head,
33,Sat,2022-04-16,,Napoli,,,,Roma,,,,Head-to-Head,
33,Sat,2022-04-16,,Udinese,,,,Empoli,,,,Head-to-Head,
33,Sat,2022-04-16,,Fiorentina,,,,Venezia,,,,Head-to-Head,
33,Sat,2022-04-16,,Cagliari,,,,Sassuolo,,,,Head-to-Head,
33,Sat,2022-04-16,,Sampdoria,,,,Salernitana,,,,Head-to-Head,
33,Sat,2022-04-16,,Atalanta,,,,Hellas Verona,,,,Head-to-Head,
33,Sat,2022-04-16,,Spezia,,,,Inter,,,,Head-to-Head,
33,Sat,2022-04-16,,Lazio,,,,Torino,,,,Head-to-Head,
33,Sat,2022-04-16,,Milan,,,,Genoa,,,,Head-to-Head,
33,Sat,2022-04-16,,Juventus,,,,Bologna,,,,Head-to-Head,
34,Sun,2022-04-24,,Bologna,,,,Udinese,,,,Head-to-Head,
34,Sun,2022-04-24,,Venezia,,,,Atalanta,,,,Head-to-Head,
34,Sun,2022-04-24,,Hellas Verona,,,,Sampdoria,,,,Head-to-Head,
34,Sun,2022-04-24,,Salernitana,,,,Fiorentina,,,,Head-to-Head,
34,Sun,2022-04-24,,Sassuolo,,,,Juventus,,,,Head-to-Head,
34,Sun,2022-04-24,,Lazio,,,,Milan,,,,Head-to-Head,
34,Sun,2022-04-24,,Torino,,,,Spezia,,,,Head-to-Head,
34,Sun,2022-04-24,,Inter,,,,Roma,,,,Head-to-Head,
34,Sun,2022-04-24,,Genoa,,,,Cagliari,,,,Head-to-Head,
34,Sun,2022-04-24,,Empoli,,,,Napoli,,,,Head-to-Head,
35,Sun,2022-05-01,,Roma,,,,Bologna,,,,Head-to-Head,
35,Sun,2022-05-01,,Napoli,,,,Sassuolo,,,,Head-to-Head,
35,Sun,2022-05-01,,Empoli,,,,Torino,,,,Head-to-Head,
35,Sun,2022-05-01,,Cagliari,,,,Hellas Verona,,,,Head-to-Head,
35,Sun,2022-05-01,,Juventus,,,,Venezia,,,,Head-to-Head,
35,Sun,2022-05-01,,Milan,,,,Fiorentina,,,,Head-to-Head,
35,Sun,2022-05-01,,Spezia,,,,Lazio,,,,Head-to-Head,
35,Sun,2022-05-01,,Atalanta,,,,Salernitana,,,,Head-to-Head,
35,Sun,2022-05-01,,Sampdoria,,,,Genoa,,,,Head-to-Head,
35,Sun,2022-05-01,,Udinese,,,,Inter,,,,Head-to-Head,
36,Sun,2022-05-08,,Sassuolo,,,,Udinese,,,,Head-to-Head,
36,Sun,2022-05-08,,Torino,,,,Napoli,,,,Head-to-Head,
36,Sun,2022-05-08,,Genoa,,,,Juventus,,,,Head-to-Head,
36,Sun,2022-05-08,,Lazio,,,,Sampdoria,,,,Head-to-Head,
36,Sun,2022-05-08,,Fiorentina,,,,Roma,,,,Head-to-Head,
36,Sun,2022-05-08,,Hellas Verona,,,,Milan,,,,Head-to-Head,
36,Sun,2022-05-08,,Salernitana,,,,Cagliari,,,,Head-to-Head,
36,Sun,2022-05-08,,Venezia,,,,Bologna,,,,Head-to-Head,
36,Sun,2022-05-08,,Spezia,,,,Atalanta,,,,Head-to-Head,
36,Sun,2022-05-08,,Inter,,,,Empoli,,,,Head-to-Head,
37,Sun,2022-05-15,,Udinese,,,,Spezia,,,,Head-to-Head,
37,Sun,2022-05-15,,Bologna,,,,Sassuolo,,,,Head-to-Head,
37,Sun,2022-05-15,,Hellas Verona,,,,Torino,,,,Head-to-Head,
37,Sun,2022-05-15,,Napoli,,,,Genoa,,,,Head-to-Head,
37,Sun,2022-05-15,,Juventus,,,,Lazio,,,,Head-to-Head,
37,Sun,2022-05-15,,Sampdoria,,,,Fiorentina,,,,Head-to-Head,
37,Sun,2022-05-15,,Empoli,,,,Salernitana,,,,Head-to-Head,
37,Sun,2022-05-15,,Roma,,,,Venezia,,,,Head-to-Head,
37,Sun,2022-05-15,,Cagliari,,,,Inter,,,,Head-to-Head,
37,Sun,2022-05-15,,Milan,,,,Atalanta,,,,Head-to-Head,
38,Sun,2022-05-22,,Torino,,,,Roma,,,,Head-to-Head,
38,Sun,2022-05-22,,Lazio,,,,Hellas Verona,,,,Head-to-Head,
38,Sun,2022-05-22,,Salernitana,,,,Udinese,,,,Head-to-Head,
38,Sun,2022-05-22,,Fiorentina,,,,Juventus,,,,Head-to-Head,
38,Sun,2022-05-22,,Spezia,,,,Napoli,,,,Head-to-Head,
38,Sun,2022-05-22,,Atalanta,,,,Empoli,,,,Head-to-Head,
38,Sun,2022-05-22,,Genoa,,,,Bologna,,,,Head-to-Head,
38,Sun,2022-05-22,,Inter,,,,Sampdoria,,,,Head-to-Head,
38,Sun,2022-05-22,,Venezia,,,,Cagliari,,,,Head-to-Head,
38,Sun,2022-05-22,,Sassuolo,,,,Milan,,,,Head-to-Head,