Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2,Fri,2014-08-08,20:45,Al-Ittihad,2–1,Al-Faisaly,11499,King Abdul Aziz Stadium,Abdulrahman Al Amri,Match Report,
2,Fri,2014-08-08,20:45,Al-Hilal,4–1,Al-Orobah,13844,King Fahd International Stadium,Abdulrahman Al Amri,Match Report,
1,Wed,2014-08-13,20:50,Al-Ittihad,1–0,Al-Fateh,58896,Prince Abdullah bin Abdul Aziz Stadium,Abdulaziz Al Funaitel,Match Report,
1,Wed,2014-08-13,20:50,Al-Shoulla,1–3,Al-Hilal,3864,Al-Shoalah Club Stadium,Marai Al Awaji,Match Report,
1,Fri,2014-08-15,19:40,Al-Orobah,4–3,Al-Taawoun,4600,Al Orubah Club Stadium,Mohammed Al Qorany,Match Report,
1,Fri,2014-08-15,20:50,Al-Faisaly,1–0,Al-Raed,361,Al Majma'ah Sport City,Shukri Al Hunfush,Match Report,
1,Fri,2014-08-15,21:18,Al-Nassr,4–1,Najran,35000,King Fahd International Stadium,Saleh Al Hathlool,Match Report,
1,Sat,2014-08-16,20:50,Al-Shabab,2–0,Al-Khaleej,2250,King Fahd International Stadium,Mohammed Al Nuhait,Match Report,
1,Sat,2014-08-16,20:50,Al-Ahli,6–1,Hajer,58000,Prince Abdullah bin Abdul Aziz Stadium,Turki Al Khudayr,Match Report,
2,Fri,2014-08-22,18:50,Al-Khaleej,1–1,Al-Shoulla,765,Prince Mohamed bin Fahd Stadium,Mashari Al Mashari,Match Report,
2,Fri,2014-08-22,18:50,Hajer,2–0,Al-Taawoun,199,Prince Abdullah bin Jalawi Stadium,Abdulaziz Al Funaitel,Match Report,
2,Sat,2014-08-23,20:45,Al-Raed,1–2,Al-Nassr,6069,Prince Abdullah bin Abdul Aziz Stadium,Marai Al Awaji,Match Report,
2,Sat,2014-08-23,20:45,Al-Fateh,0–2,Al-Shabab,1176,Prince Abdullah bin Jalawi Stadium,Abdulrahman Al Amri,Match Report,
2,Sat,2014-08-23,20:45,Najran,1–1,Al-Ahli,4200,Al-Ukhdood Stadium,Mohammed Al Hoish,Match Report,
3,Fri,2014-08-29,18:45,Al-Fateh,1–2,Al-Faisaly,800,Prince Abdullah bin Jalawi Stadium,Turki Al Khudayr,Match Report,
3,Fri,2014-08-29,20:40,Al-Shabab,2–0,Hajer,1333,King Fahd International Stadium,Saleh Al Hathlool,Match Report,
3,Sat,2014-08-30,19:25,Al-Orobah,2–1,Al-Raed,2916,Al Orubah Club Stadium,Abdulaziz Al Funaitel,Match Report,
3,Sat,2014-08-30,20:40,Al-Khaleej,0–1,Al-Nassr,5000,Prince Mohamed bin Fahd Stadium,Mohammed Al Qorany,Match Report,
3,Sat,2014-08-30,20:40,Al-Taawoun,0–0,Najran,357,Prince Abdullah bin Abdul Aziz Stadium,Marai Al Awaji,Match Report,
3,Sun,2014-08-31,18:55,Al-Shoulla,1–3,Al-Ittihad,4500,Al-Shoalah Club Stadium,Fahad Al Mirdasi,Match Report,
3,Sun,2014-08-31,20:40,Al-Hilal,0–0,Al-Ahli,17069,King Fahd International Stadium,Abdulrahman Al Amri,Match Report,
4,Thu,2014-09-11,18:45,Al-Faisaly,2–0,Hajer,275,Al Majma'ah Sport City,Abdelrahman Al Malki,Match Report,
4,Thu,2014-09-11,20:25,Al-Raed,0–0,Al-Taawoun,2531,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
4,Fri,2014-09-12,20:25,Al-Hilal,2–1,Najran,17000,Al-Ukhdood Stadium,Turki Al Khudayr,Match Report,
4,Fri,2014-09-12,20:25,Al-Ittihad,2–1,Al-Orobah,43744,King Abdullah Sports City,Mohammed Al Nuhait,Match Report,
4,Fri,2014-09-12,20:25,Al-Shabab,2–1,Al-Shoulla,1159,Prince Faisal bin Fahd Stadium,Fahad Al Oraini,Match Report,
4,Sat,2014-09-13,20:25,Al-Nassr,4–2,Al-Fateh,9164,King Fahd International Stadium,Abdulaziz Al Funaitel,Match Report,
4,Sat,2014-09-13,20:25,Al-Ahli,2–1,Al-Khaleej,19626,Prince Abdullah bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
5,Wed,2014-09-17,18:20,Hajer,2–1,Al-Raed,160,Prince Abdullah bin Jalawi Stadium,Abdulrahman Al Amri,Match Report,
5,Wed,2014-09-17,19:00,Al-Orobah,1–1,Al-Faisaly,1859,Al Orubah Club Stadium,Fahad Al Mirdasi,Match Report,
5,Wed,2014-09-17,20:20,Al-Ahli,0–0,Al-Shabab,26183,Prince Abdullah bin Abdul Aziz Stadium,Turki Al Khudayr,Match Report,
5,Thu,2014-09-18,20:20,Al-Taawoun,1–2,Al-Fateh,4800,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Al Qorany,Match Report,
5,Thu,2014-09-18,20:20,Al-Shoulla,1–2,Al-Nassr,2450,Al-Shoalah Club Stadium,Tamás Bognár,Match Report,
5,Fri,2014-09-19,20:20,Al-Hilal,3–0,Al-Khaleej,10564,Prince Faisal bin Fahd Stadium,Mohammed Al Hoish,Match Report,
5,Fri,2014-09-19,20:20,Najran,1–2,Al-Ittihad,1920,Al-Ukhdood Stadium,Saleh Al Hathlool,Match Report,
6,Wed,2014-09-24,20:15,Al-Fateh,1–2,Al-Hilal,10560,Prince Abdullah bin Jalawi Stadium,Saleh Al Hathlool,Match Report,
6,Fri,2014-09-26,20:15,Al-Raed,0–1,Al-Ittihad,4154,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Al Qorany,Match Report,
6,Sat,2014-09-27,18:25,Al-Shoulla,0–2,Al-Ahli,1649,Al-Shoalah Club Stadium,Shukri Al Hunfush,Match Report,
6,Sat,2014-09-27,18:30,Al-Faisaly,2–2,Al-Taawoun,183,Al Majma'ah Sport City,Mashari Al Mashari,Match Report,
6,Sat,2014-09-27,20:15,Al-Shabab,2–1,Najran,835,Prince Faisal bin Fahd Stadium,Mashari Al Mashari,Match Report,
6,Sun,2014-09-28,18:10,Al-Khaleej,2–2,Hajer,500,King Fahd International Stadium,Fahad Al Mirdasi,Match Report,
6,Sun,2014-09-28,20:15,Al-Nassr,2–1,Al-Orobah,11008,Prince Mohamed bin Fahd Stadium,Fahad Al Oraini,Match Report,
7,Thu,2014-10-16,17:50,Hajer,1–0,Al-Orobah,420,Prince Abdullah bin Jalawi Stadium,Khalid Al Turais,Match Report,
7,Thu,2014-10-16,18:20,Najran,0–1,Al-Faisaly,670,Al-Ukhdood Stadium,Abdulrahim Al Shammari,Match Report,
7,Thu,2014-10-16,19:55,Al-Taawoun,3–0,Al-Shoulla,400,Prince Abdullah bin Abdul Aziz Stadium,Marai Al Awaji,Match Report,
7,Fri,2014-10-17,17:50,Al-Fateh,3–2,Al-Raed,510,Prince Abdullah bin Jalawi Stadium,Fahad Al Oraini,Match Report,
7,Fri,2014-10-17,19:55,Al-Hilal,0–1,Al-Shabab,16721,Prince Faisal bin Fahd Stadium,Marcin Borski,Match Report,
7,Fri,2014-10-17,19:55,Al-Ittihad,2–1,Al-Khaleej,36515,King Abdullah Sports City,Abdulrahman Al Sultan,Match Report,
7,Sat,2014-10-18,19:55,Al-Ahli,2–1,Al-Nassr,60010,Prince Abdullah bin Abdul Aziz Stadium,Sascha Amhof,Match Report,
8,Fri,2014-10-24,17:45,Hajer,0–3,Najran,1228,Prince Abdullah bin Jalawi Stadium,Abdulrahman Al Amri,Match Report,
8,Fri,2014-10-24,18:30,Al-Orobah,2–2,Al-Khaleej,3749,Al Orubah Club Stadium,Abdelrahman Al Malki,Match Report,
8,Fri,2014-10-24,19:50,Al-Faisaly,1–3,Al-Shabab,586,Al Majma'ah Sport City,Khaled Salwi,Match Report,
8,Sat,2014-10-25,18:00,Al-Shoulla,1–0,Al-Fateh,400,Al-Shoalah Club Stadium,Abdulaziz Al Funaitel,Match Report,
8,Sat,2014-10-25,19:50,Al-Raed,2–4,Al-Ahli,489,Prince Abdullah bin Abdul Aziz Stadium,Marai Al Awaji,Match Report,
8,Sat,2014-10-25,20:00,Al-Nassr,2–1,Al-Ittihad,13360,King Fahd International Stadium,Stavros Tritsonis,Match Report,
9,Thu,2014-10-30,17:35,Al-Khaleej,2–2,Al-Fateh,155,Prince Mohamed bin Fahd Stadium,Marai Al Awaji,Match Report,
9,Thu,2014-10-30,19:45,Al-Shabab,0–0,Al-Raed,1344,Prince Faisal bin Fahd Stadium,Mohammed Al Qorany,Match Report,
9,Thu,2014-10-30,19:45,Al-Taawoun,0–1,Al-Nassr,5975,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
9,Thu,2014-10-30,19:45,Al-Ahli,2–0,Al-Orobah,29968,King Abdullah Sports City,Abdulrahman Al Amri,Match Report,
9,Fri,2014-10-31,18:10,Najran,3–1,Al-Shoulla,510,Al-Ukhdood Stadium,Fahad Al Oraini,Match Report,
9,Fri,2014-10-31,19:45,Al-Ittihad,0–1,Hajer,47300,King Abdullah Sports City,Turki Al Khudayr,Match Report,
10,Sat,2014-11-29,14:55,Al-Fateh,2–1,Najran,14200,Prince Abdullah bin Jalawi Stadium,Mohammed Al Qorany,Match Report,
10,Sat,2014-11-29,15:05,Al-Shoulla,0–0,Al-Orobah,500,Al-Shoalah Club Stadium,Mohammed Al Nuhait,Match Report,
10,Sat,2014-11-29,17:50,Al-Raed,1–2,Al-Khaleej,2200,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
10,Sun,2014-11-30,19:35,Al-Shabab,1–2,Al-Taawoun,438,Prince Faisal bin Fahd Stadium,Fahad Al Amri,Match Report,
10,Sun,2014-11-30,19:35,Hajer,0–4,Al-Nassr,3705,Prince Abdullah bin Jalawi Stadium,Khalid Al Turais,Match Report,
10,Sun,2014-11-30,19:35,Al-Ahli,1–1,Al-Faisaly,12938,King Abdullah Sports City,Turki Al Khudayr,Match Report,
10,Mon,2014-12-01,19:45,Al-Ittihad,0–0,Al-Hilal,60134,King Abdullah Sports City,Stéphane Lannoy,Match Report,
11,Thu,2014-12-04,17:25,Al-Khaleej,0–1,Najran,1052,Prince Mohamed bin Fahd Stadium,Abdulrahman Al Amri,Match Report,
11,Thu,2014-12-04,17:45,Al-Shoulla,3–1,Hajer,120,Al-Shoalah Club Stadium,Khaled Salwi,Match Report,
11,Thu,2014-12-04,19:35,Al-Nassr,0–0,Al-Faisaly,10821,King Fahd International Stadium,Shukri Al Hunfush,Match Report,
11,Thu,2014-12-04,19:35,Al-Fateh,0–1,Al-Ahli,4078,Prince Abdullah bin Jalawi Stadium,Marai Al Awaji,Match Report,
11,Fri,2014-12-05,15:15,Al-Taawoun,4–3,Al-Ittihad,3249,Prince Abdullah bin Abdul Aziz Stadium,Abdulrahman Al Sultan,Match Report,
11,Fri,2014-12-05,15:30,Al-Orobah,0–0,Al-Shabab,3924,Al Orubah Club Stadium,Mashari Al Mashari,Match Report,
11,Fri,2014-12-05,19:35,Al-Hilal,3–1,Al-Raed,8098,Prince Faisal bin Fahd Stadium,Mohammed Al Hoish,Match Report,
8,Tue,2014-12-09,19:35,Al-Hilal,3–1,Al-Taawoun,7615,Prince Faisal bin Fahd Stadium,Marai Al Awaji,Match Report,
12,Fri,2014-12-12,14:55,Hajer,2–1,Al-Fateh,1871,Prince Abdullah bin Jalawi Stadium,Fahad Al Mirdasi,Match Report,
12,Fri,2014-12-12,15:00,Al-Faisaly,1–2,Al-Khaleej,79,Al Majma'ah Sport City,Abdelrahman Al Malki,Match Report,
12,Fri,2014-12-12,19:40,Al-Ittihad,0–1,Al-Shabab,38153,King Abdullah Sports City,Abdulrahman Al Amri,Match Report,
12,Fri,2014-12-12,19:40,Al-Taawoun,1–4,Al-Ahli,1352,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Al Hoish,Match Report,
12,Sat,2014-12-13,15:05,Al-Raed,1–0,Al-Shoulla,1042,Prince Abdullah bin Abdul Aziz Stadium,Abdulaziz Al Funaitel,Match Report,
12,Sat,2014-12-13,15:30,Najran,2–0,Al-Orobah,557,Al-Ukhdood Stadium,Mohammed Al Qorany,Match Report,
12,Sat,2014-12-13,19:40,Al-Nassr,1–0,Al-Hilal,20722,King Fahd International Stadium,Libor Kovařík,Match Report,
13,Fri,2014-12-19,15:15,Al-Shabab,0–3,Al-Nassr,18250,King Fahd International Stadium,Olegário Benquerença,Match Report,
13,Fri,2014-12-19,15:15,Al-Faisaly,0–0,Al-Shoulla,66,Al Majma'ah Sport City,Abdulrahman Al-Shehri,Match Report,
13,Fri,2014-12-19,17:30,Hajer,1–1,Al-Hilal,4188,Prince Abdullah bin Jalawi Stadium,Abdulrahman Al Sultan,Match Report,
13,Fri,2014-12-19,20:15,Al-Ahli,1–1,Al-Ittihad,59026,Prince Abdullah bin Abdul Aziz Stadium,David Fernández,Match Report,
13,Sat,2014-12-20,15:00,Al-Khaleej,0–3,Al-Taawoun,517,Prince Mohamed bin Fahd Stadium,Mohammed Al Qorany,Match Report,
13,Sat,2014-12-20,15:30,Al-Orobah,1–2,Al-Fateh,2416,Al Orubah Club Stadium,Fahad Al Oraini,Match Report,
13,Sun,2014-12-21,17:55,Al-Raed,3–2,Najran,921,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
9,Wed,2015-01-28,20:10,Al-Faisaly,2–2,Al-Hilal,1444,Al Majma'ah Sport City,Mohammed Al Nuhait,Match Report,
14,Thu,2015-02-05,16:00,Najran,0–4,Al-Nassr,2983,Al-Ukhdood Stadium,Fahad Al Oraini,Match Report,
14,Thu,2015-02-05,18:05,Hajer,0–3,Al-Ahli,2288,Prince Abdullah bin Jalawi Stadium,Fahad Al Mirdasi,Match Report,
14,Thu,2015-02-05,20:30,Al-Khaleej,1–0,Al-Shabab,906,Al-Qadasiya Club Stadium,Abdelrahman Al Malki,Match Report,
14,Fri,2015-02-06,18:05,Al-Fateh,2–2,Al-Ittihad,8493,Prince Abdullah bin Jalawi Stadium,Abdulrahman Al Amri,Match Report,
14,Fri,2015-02-06,20:30,Al-Hilal,2–1,Al-Shoulla,6090,King Fahd International Stadium,Khaled Salwi,Match Report,
14,Sat,2015-02-07,18:30,Al-Raed,2–1,Al-Faisaly,1176,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Al Hoish,Match Report,
14,Sun,2015-02-08,18:30,Al-Taawoun,1–1,Al-Orobah,1500,Prince Abdullah bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
15,Thu,2015-02-12,18:30,Al-Faisaly,0–3,Al-Ittihad,1064,Al Majma'ah Sport City,Marai Al Awaji,Match Report,
15,Thu,2015-02-12,18:30,Al-Taawoun,3–1,Hajer,1211,Prince Abdullah bin Abdul Aziz Stadium,Abdulrahman Al Sultan,Match Report,
15,Thu,2015-02-12,20:30,Al-Shabab,2–2,Al-Fateh,710,King Fahd International Stadium,Abdulaziz Al Funaitel,Match Report,
15,Sat,2015-02-14,16:05,Al-Shoulla,1–1,Al-Khaleej,318,Al-Shoalah Club Stadium,Shukri Al Hunfush,Match Report,
15,Sat,2015-02-14,20:30,Al-Nassr,2–2,Al-Raed,11840,King Fahd International Stadium,Mohammed Al Qorany,Match Report,
15,Tue,2015-02-17,16:05,Al-Orobah,1–0,Al-Hilal,6735,Al Orubah Club Stadium,Fahad Al Mirdasi,Match Report,
16,Thu,2015-02-19,16:05,Najran,0–1,Al-Taawoun,531,Al-Ukhdood Stadium,Abdelrahman Al Malki,Match Report,
16,Thu,2015-02-19,18:15,Hajer,4–4,Al-Shabab,1087,Prince Abdullah bin Jalawi Stadium,Abdulrahman Al Amri,Match Report,
16,Fri,2015-02-20,18:30,Al-Faisaly,4–2,Al-Fateh,250,Al Majma'ah Sport City,Fahad Al Mirdasi,Match Report,
16,Fri,2015-02-20,20:30,Al-Nassr,4–1,Al-Khaleej,11369,King Fahd International Stadium,Abdulrahman Al Amri,Match Report,
16,Fri,2015-02-20,20:30,Al-Ittihad,3–2,Al-Shoulla,59731,Prince Abdullah al-Faisal Stadium,Mashari Al Mashari,Match Report,
16,Sat,2015-02-21,18:35,Al-Raed,2–1,Al-Orobah,3973,Prince Abdullah bin Abdul Aziz Stadium,Marai Al Awaji,Match Report,
16,Sat,2015-02-21,20:40,Al-Ahli,1–1,Al-Hilal,45700,Prince Abdullah al-Faisal Stadium,Ádám Farkas,Match Report,
17,Fri,2015-02-27,16:10,Al-Orobah,0–1,Al-Ittihad,6200,Al Orubah Club Stadium,Fahad Al Mirdasi,Match Report,
17,Sat,2015-02-28,16:05,Najran,0–2,Al-Hilal,2468,Al-Ukhdood Stadium,Fahad Al Oraini,Match Report,
17,Sat,2015-02-28,16:05,Al-Shoulla,1–2,Al-Shabab,386,Al-Shoalah Club Stadium,Mohammed Al Hoish,Match Report,
17,Sat,2015-02-28,18:20,Al-Fateh,1–1,Al-Nassr,8525,Prince Abdullah bin Jalawi Stadium,Turki Al Khudayr,Match Report,
17,Sat,2015-02-28,18:20,Al-Khaleej,1–1,Al-Ahli,4216,Prince Abdullah bin Abdul Aziz Stadium,Marai Al Awaji,Match Report,
17,Sat,2015-02-28,20:30,Al-Taawoun,3–1,Al-Raed,4023,Prince Abdullah bin Abdul Aziz Stadium,Sascha Amhof,Match Report,
17,Sun,2015-03-01,18:20,Hajer,0–2,Al-Faisaly,397,Prince Abdullah bin Jalawi Stadium,Khaled Salwi,Match Report,
18,Fri,2015-03-06,18:45,Al-Faisaly,2–0,Al-Orobah,170,Al Majma'ah Sport City,Khalid Al Turais,Match Report,
18,Fri,2015-03-06,18:45,Al-Raed,2–1,Hajer,3993,Prince Abdullah bin Abdul Aziz Stadium,Fahad Al Oraini,Match Report,
18,Fri,2015-03-06,20:30,Al-Ittihad,2–1,Najran,47026,Prince Abdullah al-Faisal Stadium,Mohammed Al Hoish,Match Report,
18,Sat,2015-03-07,18:25,Al-Fateh,2–0,Al-Taawoun,663,Prince Abdullah bin Jalawi Stadium,Petr Ardeleánu,Match Report,
18,Sat,2015-03-07,18:25,Al-Khaleej,0–1,Al-Hilal,8315,Al-Qadasiya Club Stadium,Turki Al Khudayr,Match Report,
18,Sat,2015-03-07,20:30,Al-Nassr,5–0,Al-Shoulla,5120,King Fahd International Stadium,Mohammed Al Nuhait,Match Report,
18,Sat,2015-03-07,20:40,Al-Shabab,2–3,Al-Ahli,5799,King Fahd International Stadium,Fahad Al Mirdasi,Match Report,
15,Wed,2015-03-11,20:30,Al-Ahli,2–1,Najran,28358,Prince Abdullah al-Faisal Stadium,Shukri Al Hunfush,Match Report,
19,Fri,2015-03-13,16:15,Al-Orobah,0–2,Al-Nassr,6200,Al Orubah Club Stadium,István Vad II,Match Report,
19,Fri,2015-03-13,18:50,Al-Taawoun,0–1,Al-Faisaly,4322,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
19,Fri,2015-03-13,20:30,Al-Hilal,3–0,Al-Fateh,7782,King Fahd International Stadium,Marai Al Awaji,Match Report,
19,Sat,2015-03-14,18:55,Najran,2–1,Al-Shabab,545,Al-Ukhdood Stadium,Khalid Al Turais,Match Report,
19,Sat,2015-03-14,20:30,Al-Ahli,3–0,Al-Shoulla,17004,Prince Abdullah al-Faisal Stadium,Abdulrahman Al Amri,Match Report,
19,Sun,2015-03-15,18:30,Hajer,1–1,Al-Khaleej,496,Prince Abdullah bin Jalawi Stadium,Abdelrahman Al Malki,Match Report,
19,Sun,2015-03-15,20:35,Al-Ittihad,3–1,Al-Raed,32760,Prince Abdullah al-Faisal Stadium,Abdulrahman Al Sultan,Match Report,
20,Sat,2015-03-21,16:15,Al-Orobah,2–3,Hajer,3100,Al Orubah Club Stadium,Marai Al Awaji,Match Report,
20,Sat,2015-03-21,18:30,Al-Khaleej,0–1,Al-Ittihad,9223,Al-Qadasiya Club Stadium,Shukri Al Hunfush,Match Report,
20,Sat,2015-03-21,20:40,Al-Raed,2–3,Al-Fateh,3713,Prince Abdullah bin Abdul Aziz Stadium,Khaled Salwi,Match Report,
20,Sun,2015-03-22,18:45,Al-Shabab,0–1,Al-Hilal,7867,King Fahd International Stadium,Fahad Al Mirdasi,Match Report,
20,Sun,2015-03-22,18:45,Al-Shoulla,4–3,Al-Taawoun,78,Al-Shoalah Club Stadium,Abdulaziz Al Funaitel,Match Report,
20,Sun,2015-03-22,18:45,Al-Faisaly,0–1,Najran,53,Al Majma'ah Sport City,Mashari Al Mashari,Match Report,
20,Sun,2015-03-22,20:55,Al-Nassr,3–4,Al-Ahli,50228,King Fahd International Stadium,Alain Bieri,Match Report,
21,Fri,2015-04-03,18:50,Al-Shabab,2–1,Al-Faisaly,542,King Fahd International Stadium,Mohammed Al Nuhait,Match Report,
21,Fri,2015-04-03,20:45,Al-Ahli,1–0,Al-Raed,76348,Prince Abdullah al-Faisal Stadium,Mohammed Al Hoish,Match Report,
21,Sat,2015-04-04,18:40,Al-Khaleej,2–0,Al-Orobah,434,Prince Abdullah bin Abdul Aziz Stadium,Turki Al Khudayr,Match Report,
21,Sat,2015-04-04,18:40,Al-Fateh,0–0,Al-Shoulla,313,Prince Abdullah bin Jalawi Stadium,Fahad Al Amri,Match Report,
21,Sat,2015-04-04,21:00,Al-Taawoun,0–1,Al-Hilal,6752,Prince Abdullah bin Abdul Aziz Stadium,Libor Kovařík,Match Report,
21,Sat,2015-04-04,21:10,Al-Ittihad,1–3,Al-Nassr,59137,Prince Abdullah al-Faisal Stadium,Slavko Vinčič,Match Report,
22,Thu,2015-04-09,20:30,Hajer,0–1,Al-Ittihad,4300,Prince Abdullah bin Jalawi Stadium,Abdulaziz Al Funaitel,Match Report,
22,Fri,2015-04-10,18:55,Al-Shoulla,2–1,Najran,482,Al-Shoalah Club Stadium,Marai Al Awaji,Match Report,
22,Sat,2015-04-11,18:40,Al-Fateh,2–0,Al-Khaleej,325,Prince Abdullah bin Jalawi Stadium,Saleh Al Hathlool,Match Report,
22,Sat,2015-04-11,18:55,Al-Nassr,2–1,Al-Taawoun,6329,Prince Faisal bin Fahd Stadium,Daniel Stefański,Match Report,
22,Sat,2015-04-11,19:00,Al-Raed,3–1,Al-Shabab,3896,Prince Abdullah bin Abdul Aziz Stadium,Fahad Al Oraini,Match Report,
22,Sat,2015-04-11,19:25,Al-Orobah,1–3,Al-Ahli,4050,Al Orubah Club Stadium,Tamás Bognár,Match Report,
22,Sat,2015-04-11,21:00,Al-Hilal,3–0,Al-Faisaly,3400,King Fahd International Stadium,Abdulrahman Al Amri,Match Report,
23,Fri,2015-04-17,19:00,Al-Nassr,3–0,Hajer,10387,Prince Faisal bin Fahd Stadium,Saleh Al Hathlool,Match Report,
23,Fri,2015-04-17,19:05,Al-Taawoun,1–1,Al-Shabab,4432,Prince Abdullah bin Abdul Aziz Stadium,Mitja Žganec,Match Report,
23,Fri,2015-04-17,21:10,Al-Hilal,3–0,Al-Ittihad,35500,King Fahd International Stadium,Marco Guida,Match Report,
23,Sat,2015-04-18,18:45,Al-Khaleej,3–0,Al-Raed,312,Al-Qadasiya Club Stadium,Matej Jug,Match Report,
23,Sat,2015-04-18,19:00,Najran,1–1,Al-Fateh,110,Al-Ukhdood Stadium,István Vad II,Match Report,
23,Sat,2015-04-18,19:25,Al-Orobah,2–0,Al-Shoulla,2476,Al Orubah Club Stadium,Shukri Al Hunfush,Match Report,
23,Sat,2015-04-18,21:00,Al-Faisaly,1–4,Al-Ahli,650,Al Majma'ah Sport City,Fahad Al Mirdasi,Match Report,
24,Sat,2015-04-25,18:50,Hajer,2–1,Al-Shoulla,743,Prince Abdullah bin Jalawi Stadium,Abdulrahman Al Amri,Match Report,
24,Sat,2015-04-25,19:00,Najran,1–4,Al-Khaleej,642,Al-Ukhdood Stadium,Sándor Andó-Szabó,Match Report,
24,Sun,2015-04-26,19:00,Al-Shabab,3–0,Al-Orobah,674,King Fahd International Stadium,Turki Al Khudayr,Match Report,
24,Sun,2015-04-26,21:00,Al-Raed,1–1,Al-Hilal,10120,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
24,Sun,2015-04-26,21:00,Al-Faisaly,1–5,Al-Nassr,2229,Al Majma'ah Sport City,Ruddy Buquet,Match Report,
24,Mon,2015-04-27,21:00,Al-Ittihad,4–3,Al-Taawoun,13095,King Abdullah Sports City,Mohammed Al Hoish,Match Report,
24,Tue,2015-04-28,20:40,Al-Ahli,5–0,Al-Fateh,20447,Prince Abdullah al-Faisal Stadium,Libor Kovařík,Match Report,
25,Sun,2015-05-10,19:00,Al-Khaleej,4–2,Al-Faisaly,420,Al-Qadasiya Club Stadium,Turki Al Khudayr,Match Report,
25,Sun,2015-05-10,21:00,Al-Fateh,3–1,Hajer,472,Prince Abdullah bin Jalawi Stadium,Abdulrahman Al Sultan,Match Report,
25,Sun,2015-05-10,21:00,Al-Shabab,3–4,Al-Ittihad,2680,King Fahd International Stadium,Abdulrahman Al Amri,Match Report,
25,Sun,2015-05-10,21:00,Al-Shoulla,2–2,Al-Raed,143,Al-Shoalah Club Stadium,Fahad Al Oraini,Match Report,
25,Sun,2015-05-10,21:00,Al-Orobah,0–1,Najran,173,Al Orubah Club Stadium,Shukri Al Hunfush,Match Report,
25,Sun,2015-05-10,21:00,Al-Ahli,2–2,Al-Taawoun,16538,Prince Abdullah al-Faisal Stadium,Benoît Millot,Match Report,
25,Sun,2015-05-10,21:00,Al-Hilal,0–1,Al-Nassr,23193,King Fahd International Stadium,John Beaton,Match Report,
26,Thu,2015-05-14,19:15,Najran,1–2,Al-Raed,100,Al-Ukhdood Stadium,Khaled Salwi,Match Report,
26,Fri,2015-05-15,19:00,Al-Fateh,1–0,Al-Orobah,273,Prince Abdullah bin Jalawi Stadium,Abdulrahman Al-Shehri,Match Report,
26,Fri,2015-05-15,19:00,Al-Shoulla,2–1,Al-Faisaly,108,Al-Shoalah Club Stadium,Khaled Al Sinany,Match Report,
26,Fri,2015-05-15,19:25,Al-Taawoun,4–4,Al-Khaleej,214,Prince Abdullah bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
26,Fri,2015-05-15,21:00,Al-Hilal,5–1,Hajer,2677,King Fahd International Stadium,Faisal Alblwi,Match Report,
26,Fri,2015-05-15,21:00,Al-Nassr,0–0,Al-Shabab,59174,King Fahd International Stadium,Ivan Bebek,Match Report,
26,Fri,2015-05-15,21:00,Al-Ittihad,1–1,Al-Ahli,42832,King Abdullah Sports City,István Vad II,Match Report,
21,Mon,2015-05-18,19:15,Najran,1–2,Hajer,45,Al-Ukhdood Stadium,Sultan Al Harbi,Match Report,